37,1,0,1,1,1,5,4
0,35,3,4,4,0,0,4
1,4,25,1,1,2,1,15
1,1,0,36,4,2,5,1
0,1,2,10,23,8,5,1
1,0,2,1,0,41,2,3
2,0,2,1,4,11,28,2
2,5,6,0,2,2,2,31
