43,1,0,1,1,0,2,2
1,28,6,3,3,1,2,6
1,4,27,0,0,3,3,12
0,1,0,37,8,1,2,1
0,3,3,9,29,2,3,1
2,0,3,1,0,40,1,3
1,1,1,1,3,12,31,0
1,4,6,0,1,3,3,32
